Ticker,Sector,Sub Industry,Name,Price,Dividend Yield,Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
RF,Financials,Regional Banks,Regions Financial Corp.,10.16,0.059488692232055,9732.69,7.9,0.470707227884541,1.48566433626355
RHI,Industrials,Human Resource & Employment Services,"Robert Half International, Inc.",44.21,0.028616493916178,5092.20558,11.68,0.335437521460078,0.966844675790776
RJF,Financials,Investment Banking & Brokerage,"Raymond James Financial, Inc.",62.52,0.022475466919911,8799.96312,9.07,0.205904529899658,1.34114348259261
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Ralph Lauren Corp.,71.87,0.036769735941989,5391.249962,8.22,0.307346584021409,1.11568312648752
RMD,Health Care,Health Care Equipment,"ResMed, Inc.",154.78,0.0096812723958,23004.22619,43.52,0.432973459289249,1.0836270502124
ROK,Industrials,Electrical Components & Equipment,"Rockwell Automation, Inc.",187.92,0.021726076750914,21217.79856,30.74,0.651103440378229,1.24114065337499
ROL,Industrials,Environmental & Facilities Services,"Rollins, Inc.",40.68,0.012125,13110.68,65.83,0.784789644012945,0.744320005549852
ROP,Industrials,Industrial Conglomerates,"Roper Technologies, Inc.",341.08,0.005745771701337,35429.23572,21.66,0.123861427645871,1.03852501626142
ROST,Consumer Discretionary,Apparel Retail,"Ross Stores, Inc.",88.44,0.011465827338129,31615.22752,19.07,0.220083718120226,1.15573011055592
RSG,Industrials,Environmental & Facilities Services,"Republic Services, Inc.",77.2,0.020225593154414,24616.27089,23.09,0.466507177033493,0.839120895083203
RTN,Industrials,Aerospace & Defense,Raytheon Co.,116.96,0.032233242134062,32561.664,9.79,0.315676653325072,N/A
RTX,Industrials,Aerospace & Defense,Raytheon Technologies Corp.,58.85,0.048109965635738,52931.34315,9.08,0.453857791225416,1.22107410003071
SBAC,Real Estate,Specialized REITs,SBA Communications Corp.,288.72,0.002580555168084,32174.75876,221.65,0.568531038721573,0.89923900038843
SBUX,Consumer Discretionary,Restaurants,Starbucks Corp.,71.87,0.020870036590323,86194.099,25.33,0.542559188275085,1.13533746973046
SCHW,Financials,Investment Banking & Brokerage,The Charles Schwab Corp.,35.63,0.018930041152263,46921.356,13.8,0.267234701781565,1.15892507566876
SEE,Materials,Paper Packaging,Sealed Air Corp.,27.21,0.022678951098511,4392.66876,14.31,0.336629497159689,0.811470292900883
SHW,Materials,Specialty Chemicals,The Sherwin-Williams Co.,528.84,0.008984879568421,47800.752,29.96,0.267924913051852,1.04195284201551
SIVB,Financials,Regional Banks,SVB Financial Group,182.15,N/A,9518.496858,9.61,N/A,1.54758529330253
SJM,Consumer Staples,Packaged Foods & Meats,The J. M. Smucker Co.,114.99,0.03021383430006,13172.52938,20.99,0.637012429956011,0.42141400078244
SLB,Energy,Oil & Gas Equipment & Services,Schlumberger NV,16.23,0.126984126984126,21858.0075,-1.25,-0.154606102302858,1.42923847623037
SLG,Real Estate,Office REITs,SL Green Realty Corp.,47.54,0.058691664968412,3857.700173,11.85,0.717953831579997,1.32992929267803
SNA,Industrials,Industrial Machinery,"Snap-On, Inc.",121.4,0.03272873841193,6742.63851,10.21,0.341334230106352,1.10534918392411
SNPS,Information Technology,Application Software,"Synopsys, Inc.",151.17,N/A,22479.96828,46.88,N/A,1.08910934158183
SO,Utilities,Electric Utilities,The Southern Co.,54.92,0.045579856643999,57454.7836,16.4,0.740784993129817,1.01872348691486
SPG,Real Estate,Retail REITs,"Simon Property Group, Inc.",63.01,0.13132911392405,41663.404066,9.31,1.22690317812269,1.38082282798042
SPGI,Financials,Financial Exchanges & Data,"S&P Global, Inc.",285.77,0.008319932881213,68911.854,29.67,0.247139207908455,1.17875755764687
SRE,Utilities,Multi-Utilities,Sempra Energy,124.12,0.032268823480363,35066.69249,16.79,0.523369036027264,1.0340426634944
STE,Health Care,Health Care Equipment,STERIS Plc (Ireland),139.54,0.01004243281471,11992.5582,30.07,0.305981727288399,0.917653879347259
STT,Financials,Asset Management & Custody Banks,State Street Corp.,58.4,0.034360189573459,20793.56048,9.94,0.345396695761659,1.31938712015057
STX,Information Technology,"Technology Hardware, Storage & Peripherals",Seagate Technology Plc,46.39,0.053657514147977,12243.57875,6.86,0.378351216340043,1.01048425810225
STZ,Consumer Staples,Distillers & Vintners,"Constellation Brands, Inc.",163.75,0.018567803428854,31156.888493,-2462.41,-45.1127819548872,0.948199736976991
SWK,Industrials,Industrial Machinery,"Stanley Black & Decker, Inc.",103.93,0.025633802816901,16403.6625,16.81,0.441626089910542,1.57613331680147
SWKS,Information Technology,Semiconductors,"Skyworks Solutions, Inc.",99.65,0.016594151573408,16757.91129,20.72,0.341176225842019,1.40299907213509
SYF,Financials,Consumer Finance,Synchrony Financial,18.43,0.047001620745542,10804.43508,4.13,0.194966721197589,1.64517193752327
SYK,Health Care,Health Care Equipment,Stryker Corp.,178.57,0.012124903111504,67701.43336,30.89,0.378833745610545,1.13768685069947
SYY,Consumer Staples,Food Distributors,Sysco Corp.,53.83,0.030705079605761,26828.93484,15.23,0.458209588459907,1.25542851886641
T,Communication Services,Integrated Telecommunication Services,"AT&T, Inc.",29.6,0.068896321070234,214469.112,14.96,1.04092976250632,0.854687340119829
TAP,Consumer Staples,Brewers,Molson Coors Beverage Co.,38.19,0.054470709146968,8427.451516,-309.48,-17.1799027552674,0.863765612669607
TDG,Industrials,Aerospace & Defense,"TransDigm Group, Inc.",342.43,0.178852482472456,18761.2716,26.62,4.85938872777316,1.30032619463164
TEL,Information Technology,Electronic Manufacturing Services,TE Connectivity Ltd.,69.46,0.026069708132615,23583.74236,33.62,0.89069609836383,1.12573099415603
TFC,Financials,Regional Banks,Truist Financial Corp.,35.56,0.049520316027088,47666.8,10.01,0.493990486109156,1.41970490437672
TFX,Health Care,Health Care Equipment,"Teleflex, Inc.",325.78,0.004129094938822,15291.133998,27.33,0.114093002575482,0.990604477738358
TGT,Consumer Discretionary,General Merchandise Stores,Target Corp.,111.71,0.024207705811697,54096.49267,17.4,0.407991653300528,0.752024801941042
TIF,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Tiffany & Co.,127.07,0.018022981268691,15416.8251,28.37,0.51120635771051,0.432768845900793
TJX,Consumer Discretionary,Apparel Retail,"The TJX Cos., Inc.",47.7,0.019067357512953,58511.3275,17.58,0.339033018867924,1.15414170454039
TMO,Health Care,Life Sciences Tools & Services,"Thermo Fisher Scientific, Inc.",326.72,0.002395318516721,130258.78931,35.56,0.0859732938654246,0.804845097457461
TMUS,Communication Services,Wireless Telecommunication Services,"T-Mobile US, Inc.",88.95,N/A,106413.038,21.91,N/A,0.85598456630872
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Tapestry, Inc.",14.77,0.089050131926121,4184.59964,-18.83,-1.72106068332483,1.78024203438737
TROW,Financials,Asset Management & Custody Banks,"T. Rowe Price Group, Inc.",109.45,0.028793915248098,25130.51156,13.46,0.390913114028618,1.23778144774402
TRV,Financials,Property & Casualty Insurance,"The Travelers Cos., Inc.",96.91,0.034148880791254,24284.8978,10.38,0.351279277735534,1.03068370975531
TSCO,Consumer Discretionary,Specialty Stores,Tractor Supply Co.,102.5,0.013713390145949,11844.99225,21.42,0.292672729173199,0.749641029615902
TSN,Consumer Staples,Packaged Foods & Meats,"Tyson Foods, Inc.",55.32,0.026495584069321,17704.63028,9.72,0.279275639787118,0.707615394653414
TT,Industrials,Building Products,Trane Technologies Plc,85.15,0.024421149637138,20765.47286,14.56,0.362455120533424,0.957175526218995
TTWO,Communication Services,Interactive Home Entertainment,"Take-Two Interactive Software, Inc.",124.95,N/A,13911.4536,41.78,N/A,0.691945655799786
TWTR,Communication Services,Interactive Media & Services,"Twitter, Inc.",28.23,N/A,21844.07136,17.15,N/A,1.14952896582815
TXN,Information Technology,Semiconductors,Texas Instruments Incorporated,110.57,0.030443897548081,100688.87583,20.9,0.631582928351266,1.1432403368403
TXT,Industrials,Aerospace & Defense,"Textron, Inc.",25.64,0.003051106025934,5968.8519,8.6,0.0268267328392743,1.43877069906816
UA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Under Armour, Inc.",8.71,N/A,3958.82796,42.63,N/A,1.21557958851745
UAA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Under Armour, Inc.",9.69,N/A,4428.8258,47.43,N/A,1.31421737849645
UAL,Industrials,Airlines,"United Airlines Holdings, Inc.",25.255,N/A,7626.81634,N/A,N/A,1.40850662472742
UDR,Real Estate,Residential REITs,"UDR, Inc.",36.54,0.037950138504155,17285.89509,58.11,2.17875318066158,0.966583305843078
UHS,Health Care,Health Care Facilities,"Universal Health Services, Inc.",98.43,0.007060010085728,8488.022095,11.97,0.0851457208193451,1.31774225456887
ULTA,Consumer Discretionary,Specialty Stores,"Ulta Beauty, Inc.",215.54,N/A,12065.99966,17.64,N/A,1.26962283441017
UNH,Health Care,Managed Health Care,"UnitedHealth Group, Inc.",287.54,0.01518400056237,269552.17126,N/A,N/A,1.14559972700798
UNM,Financials,Life & Health Insurance,Unum Group,17,0.066060606060606,3354.8625,3.24,0.207864525725619,1.78164739719372
UNP,Industrials,Railroads,Union Pacific Corp.,154.82,0.024195607763023,106290.89152,17.93,0.438931739744748,1.07285336284041
UPS,Industrials,Air Freight & Logistics,"United Parcel Service, Inc.",90.44,0.042328618063112,78915.233954,N/A,N/A,0.796265231062936
URI,Industrials,Trading Companies & Distributors,"United Rentals, Inc.",116.75,N/A,8594.06436,7.59,N/A,1.55341643853575
USB,Financials,Diversified Banks,U.S. Bancorp,34.47,0.046651402404121,53152.8244,8.91,0.421428202078701,1.27032562641315
V,Information Technology,Data Processing & Outsourced Services,"Visa, Inc.",176.15,0.005980520590078,344556.573932,32.1,0.191336989995809,1.16107939610576
VAR,Health Care,Health Care Equipment,"Varian Medical Systems, Inc.",114.37,N/A,10097.47242,35.21,N/A,1.08253716115545
VFC,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",VF Corp.,55.72,0.034818690239942,21879.3296,17.11,0.592770048220154,1.23047271751602
VIAC,Communication Services,Movies & Entertainment,"ViacomCBS, Inc.",16.095,0.047387606318347,10122.646516,2.75,0.133255885468275,1.36623804006749
VLO,Energy,Oil & Gas Refining & Marketing,Valero Energy Corp.,63.66,0.062627637848876,23956.39324,64.41,3.72318899231081,1.44806232666146
VMC,Materials,Construction Materials,Vulcan Materials Co.,111.73,0.01120346946151,14671.1874,23.94,0.265683921837504,0.858135378587422
VNO,Real Estate,Office REITs,Vornado Realty Trust,39.92,0.062857142857142,8026.368,2.46,0.162607635167597,1.20390008471155
VRSK,Industrials,Research & Consulting Services,"Verisk Analytics, Inc.",154.295,0.006516780710329,25024.0122,56.14,0.363490967249464,0.963593678520453
VRSN,Information Technology,Internet Services & Infrastructure,"VeriSign, Inc.",208.69,N/A,23687.80578,31.27,N/A,1.0604172099416
VRTX,Health Care,Biotechnology,"Vertex Pharmaceuticals, Inc.",264.91,N/A,66062.9428,45.26,N/A,0.892087981772122
VTR,Real Estate,Health Care REITs,"Ventas, Inc.",30.11,0.104516979887899,11315.03112,25.22,2.65471903525668,1.42448350556004
VZ,Communication Services,Integrated Telecommunication Services,"Verizon Communications, Inc.",56.24,0.043067042055252,235162.54,12.66,0.550816941981366,0.539652604497255
WAB,Industrials,Construction Machinery & Heavy Trucks,Westinghouse Air Brake Technologies Corp.,52.65,0.008821907737548,10339.09702,30.37,0.276864509430697,1.11967314890812
WAT,Health Care,Health Care Distributors,Waters Corp.,180.43,N/A,11024.701296,22.04,N/A,0.910806511547489
WBA,Consumer Staples,Drug Retail,"Walgreens Boots Alliance, Inc.",42.395,0.043506961113778,36544.9852,10.88,0.46474358974359,0.803374922302549
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",Western Digital Corp.,39.78,0.049407114624505,12100.76736,-19.72,-0.993986382386561,1.57123461883384
WEC,Utilities,Electric Utilities,"WEC Energy Group, Inc.",88.96,0.026678724847388,27903.3801,24.74,0.656248262054391,0.811924449984852
WELL,Real Estate,Health Care REITs,"Welltower, Inc.",48.32,0.073526304669342,19431.61548,40.11,2.88844621513944,1.26967550172855
WFC,Financials,Diversified Banks,Wells Fargo & Co.,27.35,0.071765132294309,112826.546,9.59,0.694371383482378,1.35631245676478
WHR,Consumer Discretionary,Household Appliances,Whirlpool Corp.,106.02,0.042784561903913,6974.078189,7.77,0.351668962283504,1.45326024575577
WLTW,Financials,Insurance Brokers,Willis Towers Watson Plc,183.63,0.01434493291153,23602.45824,22.38,0.320665227940549,0.917911979752265
WM,Industrials,Environmental & Facilities Services,"Waste Management, Inc.",99.56,0.02087363812239,41604.40767,25.27,0.520423446980275,0.774269066856446
WMB,Energy,Oil & Gas Storage & Transportation,"The Williams Cos., Inc.",19.13,0.081940700808625,22503.376,27.37,2.17484618686507,1.21676041117397
WMT,Consumer Staples,Hypermarkets & Super Centers,"Walmart, Inc.",123.7,0.017246989912137,348318.404,23.69,0.40597472232861,0.565010774963393
WRB,Financials,Property & Casualty Insurance,W.R. Berkley Corp.,51.38,0.008551992225461,9609.6252,19.73,0.168957837339682,1.12459186768837
WRK,Materials,Paper Packaging,WestRock Co.,30.31,0.059338521400778,7970.78304,9.05,0.546529685820093,1.43263440564963
WU,Information Technology,Data Processing & Outsourced Services,The Western Union Co.,18.85,0.043196544276457,7609.33092,7.64,0.324293647898172,0.849451305535802
WY,Real Estate,Specialized REITs,Weyerhaeuser Co.,17.78,0.075681691708402,13409.32182,36.54,2.79490341142622,1.68731557192839
WYNN,Consumer Discretionary,Casinos & Gaming,Wynn Resorts Ltd.,80.45,0.046393665718173,8718.97044,70.21,3.27282248210857,1.57888884430135
XEL,Utilities,Multi-Utilities,"Xcel Energy, Inc.",62.405,0.026053393374075,32646.30322,23.62,0.613264688067838,0.87316765407903
XLNX,Information Technology,Semiconductors,"Xilinx, Inc.",83.23,0.017833473912519,20650.98263,26.38,0.468977755244312,1.02879989623765
XOM,Energy,Integrated Oil & Gas,Exxon Mobil Corp.,44.88,0.080667593880389,182500.7502,16.84,1.30576713819369,1.05606713977972
XRAY,Health Care,Health Care Supplies,"Dentsply Sirona, Inc.",39.535,0.009307520476545,8824.55754,33.48,0.317071108480595,0.862966932965868
XRX,Information Technology,"Technology Hardware, Storage & Peripherals",Xerox Holdings Corp.,16.82,0.05871990604815,3624.51193,6.43,0.382248385000573,1.27853661506587
XYL,Industrials,Industrial Machinery,"Xylem, Inc.",68.55,0.013854813104344,12466.37964,30.8,0.431266846361186,1.13706085110392
YUM,Consumer Discretionary,Restaurants,"Yum! Brands, Inc.",83.09,0.020641928170862,25218.429,22.71,0.472845546232268,0.917429605578632
ZBH,Health Care,Health Care Equipment,"Zimmer Biomet Holdings, Inc.",114.07,0.008258064516129,24026.7825,20.68,0.174070716228468,0.917518890902791
ZBRA,Information Technology,Electronic Equipment & Instruments,Zebra Technologies Corp.,228.55,N/A,11974.81038,23.84,N/A,1.18032514226278
ZION,Financials,Regional Banks,Zions Bancorporation NA,30.685,0.042718446601941,5063.0268,9.15,0.393935776530978,0.968023861779788
ZTS,Health Care,Pharmaceuticals,"Zoetis, Inc.",127.44,0.005426174233513,60565.2723,40.62,0.220543710361092,0.959605777045662
